Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr,means,dispersions,dispersions_norm,highly_variable
TAPT1-AS1,ENSG00000263327,4,16320140,16226685,+,-0.0435,0.417898,5.582217,1.8082056736419192,True
LINC02506,ENSG00000251129,4,32228543,31997376,+,-0.0433,0.21870153,4.852787,1.2189461090162585,True
WDR19,ENSG00000157796,4,39285810,39182504,+,-0.0686,2.6571302,7.276115,1.5217540986055864,True
NSUN7,ENSG00000179299,4,40811184,40749925,+,-0.0591,0.70123535,5.8250074,1.0696983865455063,True
KIAA1211,ENSG00000109265,4,56328625,56049073,+,-0.0347,0.5926709,5.852446,1.1005553492060298,True
AREG,ENSG00000109321,4,74455005,74445136,+,-0.1076,3.138834,7.100077,1.1001714087522847,True
PRDM8,ENSG00000152784,4,80204329,80183879,+,-0.0423,1.2957665,6.2882204,1.02653122632223,True
AC073840.1,ENSG00000286035,4,83085600,83075957,+,-0.0703,2.6366582,7.844686,2.2060270446734327,True
HERC6,ENSG00000138642,4,88443111,88378739,+,-0.0933,2.685836,7.3681164,1.6324774472757053,True
NFKB1,ENSG00000109320,4,102617302,102501331,+,-0.1015,3.7592068,7.7968955,1.9252610408771125,True
TET2,ENSG00000168769,4,105279816,105145875,+,-0.1444,4.367207,7.3901825,1.2029159396950486,True
ALPK1,ENSG00000073331,4,112442621,112285509,+,-0.0796,1.9077393,6.54178,0.9634252029131096,True
UGT8,ENSG00000174607,4,114678225,114598770,+,-0.0787,2.3295798,7.1438117,1.3510254601328913,True
JADE1,ENSG00000077684,4,128875224,128809700,+,-0.1,4.24971,7.499414,1.346613016393143,True
REELD1,ENSG00000250673,4,146230878,146214515,+,-0.0432,2.181647,7.6402574,1.8921210555703647,True
AC097375.5,ENSG00000286720,4,152045275,151988526,+,-0.0309,0.3822301,5.0480776,1.376708748685518,True
LINC02273,ENSG00000245954,4,152104720,152090459,+,-0.0242,2.0361862,7.0058303,1.2006341032500756,True
TRIM2,ENSG00000109654,4,153339317,153152342,+,-0.0676,2.061646,7.589528,1.8368292289527288,True
FNIP2,ENSG00000052795,4,158908050,158769026,+,0.0415,0.42883945,5.483064,1.728106332577771,True
C4orf47,ENSG00000205129,4,185449826,185426249,+,0.0172,0.4690684,4.5110383,0.9428693863171305,True
SLC12A7,ENSG00000113504,5,1112063,1050384,-,-0.1045,3.7165704,8.31004,2.6152518799843976,True
AC091978.1,ENSG00000286753,5,5422116,5390096,-,0.0285,0.46317366,4.837268,1.2064091960068002,True
ANKH,ENSG00000154122,5,14871778,14704800,-,-0.0964,3.7259648,7.560932,1.6079773186180082,True
CPLANE1,ENSG00000197603,5,37249428,37106228,-,-0.0711,2.3779953,7.131212,1.3372928054408912,True
FYB1,ENSG00000082074,5,39274528,39105252,-,-0.0243,2.6585732,8.268783,2.716425522396988,True
SERINC5,ENSG00000164300,5,80256048,80111651,-,-0.0569,1.5126158,6.7511196,1.5300355657844473,True
AC010623.1,ENSG00000286721,5,81411867,81408517,-,-0.0673,1.161073,6.319264,1.0602978682786242,True
SSBP2,ENSG00000145687,5,81751797,81413021,-,-0.1515,4.1916313,7.5786963,1.4509110927932827,True
EPB41L4A,ENSG00000129595,5,112419313,112142441,-,-0.0428,1.5069624,6.5048027,1.262111942670877,True
DTWD2,ENSG00000169570,5,118988547,118836074,-,-0.0343,1.3843138,6.694574,1.4685296868480082,True
MARCH3,ENSG00000173926,5,127030558,126867714,-,-0.0529,3.2963362,7.1921635,1.2156883120304935,True
MIR3936HG,ENSG00000233006,5,132370170,132311285,-,0.0014,0.346657,4.618314,1.0295303256177168,True
SEPTIN8,ENSG00000164402,5,132807241,132750819,-,-0.061,2.508939,6.96358,1.1545840003478822,True
AFF4,ENSG00000072364,5,132963634,132875395,-,-0.0972,4.401926,7.2295365,0.9915816542317232,True
AC106791.3,ENSG00000287067,5,137760740,137755740,-,-0.0403,0.20124403,4.6831822,1.0819333585217208,True
PCDH12,ENSG00000113555,5,141969741,141943585,-,-0.0147,0.7230429,5.7809186,1.0201169322495076,True
JAKMIP2,ENSG00000176049,5,147782775,147585438,-,-0.0496,0.48236933,5.5194535,1.757502939823018,True
CSF1R,ENSG00000182578,5,150113372,150053291,-,-0.0251,0.84524834,6.312882,1.618352589058871,True
SLC36A3,ENSG00000186334,5,151303766,151276762,-,-0.0062,0.19172506,4.552082,0.9760259888885412,True
FAXDC2,ENSG00000170271,5,154859252,154818492,-,0.02,0.29800496,4.9643908,1.30910356276983,True
HAVCR2,ENSG00000135077,5,157142869,157085832,-,-0.0262,1.2871314,6.625371,1.3932563664097868,True
EBF1,ENSG00000164330,5,159099916,158695916,-,-0.1806,4.462957,7.428904,1.2538552439109987,True
STK10,ENSG00000072786,5,172188224,172042079,-,-0.1625,5.057215,7.5550323,1.2519381924818411,True
UBTD2,ENSG00000168246,5,172283764,172209646,-,-0.0222,1.9568948,7.0388865,1.494342371631745,True
SNCB,ENSG00000074317,5,176630556,176620082,-,-0.023,0.7496001,6.3713803,1.684138734709828,True
HK3,ENSG00000160883,5,176899346,176880869,-,0.0166,0.31488726,4.5726004,0.9926014011295844,True
PDLIM7,ENSG00000196923,5,177497606,177483394,-,-0.0849,3.5368445,7.270633,1.3141240338091476,True
AC139795.1,ENSG00000246596,5,177672209,177619059,-,-0.0856,3.127373,7.4780164,1.5742740888132587,True
FAM153A,ENSG00000170074,5,177783398,177707981,-,-0.0049,0.499143,5.4292984,1.6846724351285765,True
RNF130,ENSG00000113269,5,180072113,179911651,-,-0.1682,3.4884048,7.0978737,1.0974072912389972,True
CEP72,ENSG00000112877,5,667168,612340,+,0.0278,2.6279314,7.18055,1.4067422079220446,True
AC016575.2,ENSG00000286441,5,14992961,14970909,+,-0.0388,0.34806296,5.376895,1.642339071092644,True
PDZD2,ENSG00000133401,5,32110932,31639131,+,-0.0464,1.5572308,7.58209,2.074491608146856,True
SPEF2,ENSG00000152582,5,35814611,35617844,+,-0.0422,0.68552804,6.222621,1.5168468399847328,True
IL7R,ENSG00000168685,5,35879603,35852695,+,-0.0518,2.131778,7.505909,1.7456894722219074,True
PARP8,ENSG00000151883,5,50846519,50665899,+,-0.1648,4.1594224,7.47989,1.3209285165332565,True
ITGA2,ENSG00000164171,5,53094779,52989340,+,-0.0509,0.47374842,5.688272,1.8938804856978606,True
AC025442.2,ENSG00000285999,5,66093937,66085405,+,0.0383,0.30026567,4.50477,0.9378054688334969,True
F2R,ENSG00000181104,5,76735770,76716126,+,0.0015,1.466573,6.210565,0.9420640516020394,True
CRHBP,ENSG00000145708,5,76981158,76953045,+,-0.034,0.29420358,4.543164,0.9688214819133092,True
VCAN,ENSG00000038427,5,83582303,83471618,+,0.1047,0.49785972,4.874234,1.2362719024575237,True
LINC02161,ENSG00000250437,5,89677701,89581209,+,-0.0534,0.9652115,6.7472105,2.106790053393816,True
ARRDC3-AS1,ENSG00000281357,5,91612566,91380349,+,-0.061,0.42335606,4.7228184,1.1139528331141502,True
LNPEP,ENSG00000113441,5,97037513,96935394,+,-0.1098,3.8299682,7.305219,1.2641376083776177,True
PAM,ENSG00000145730,5,103031105,102753981,+,-0.0714,2.5278509,7.293917,1.5146313073536244,True
JADE2,ENSG00000043143,5,134583230,134524312,+,-0.0412,3.335943,7.2651834,1.3072876133245415,True
NPY6R,ENSG00000226306,5,137810751,137801193,+,-0.0417,0.8647545,6.579526,1.9182152573421736,True
KDM3B,ENSG00000120733,5,138437028,138352685,+,-0.0585,3.4352663,7.0628877,1.0535193738904947,True
EGR1,ENSG00000120738,5,138469303,138465479,+,-0.1485,3.4523537,7.231608,1.2651690661565853,True
HARS2,ENSG00000112855,5,140699305,140691430,+,-0.1143,3.9579024,7.068048,0.9452298019629144,True
DELE1,ENSG00000081791,5,141942047,141923855,+,-0.1102,4.7987185,7.311858,0.9378351318949841,True
ARHGAP26,ENSG00000145819,5,143229011,142770377,+,-0.026,2.1039758,7.5794225,1.8258147282946826,True
NDST1,ENSG00000070614,5,150558211,150485818,+,-0.0194,3.1066673,7.2619123,1.3031842058064387,True
SLC36A1,ENSG00000123643,5,151492379,151437046,+,0.0157,2.0496209,6.8032727,0.9798586683171223,True
ITK,ENSG00000113263,5,157255191,157142933,+,-0.046,1.7579244,7.1035066,1.5633575090411578,True
LSM11,ENSG00000155858,5,157760709,157743712,+,-0.0352,1.4212669,6.607475,1.3737903534877183,True
LINC02202,ENSG00000245812,5,159117478,159100483,+,-0.0461,1.142831,6.7760186,1.5571186916471116,True
MIR3142HG,ENSG00000253522,5,160487426,160438594,+,0.0232,0.43483824,5.5711093,1.7992323009216054,True
RGS14,ENSG00000169220,5,177372596,177357924,+,-0.1585,4.9349046,7.575339,1.2781678025556134,True
N4BP3,ENSG00000145911,5,178126081,178113532,+,-0.1151,4.1778955,7.7930994,1.7329644760879432,True
RMND5B,ENSG00000145916,5,178150568,178130996,+,-0.0522,4.8781514,7.359349,0.999177780072727,True
ZNF879,ENSG00000234284,5,179035064,179023804,+,-0.0753,1.866529,6.909284,1.3559250522547712,True
ZNF354C,ENSG00000177932,5,179083977,179060373,+,-0.0527,1.6434655,6.768091,1.20512892751607,True
MAML1,ENSG00000161021,5,179777283,179732822,+,-0.0557,3.2998152,8.001712,2.231219463667391,True
AC008610.1,ENSG00000248367,5,180295253,180293245,+,-0.0376,0.47847554,5.7089705,1.910601505789871,True
EXOC2,ENSG00000112685,6,693139,485154,-,-0.1623,4.3827424,7.244715,1.0115496356590012,True
SERPINB9P1,ENSG00000230438,6,2881407,2851230,-,-0.0957,3.227151,7.7116585,1.8673644570264671,True
SERPINB6,ENSG00000124570,6,2972165,2948159,-,-0.1857,4.279449,7.4498286,1.281382102449319,True
ADTRP,ENSG00000111863,6,11807046,11712054,-,0.0042,0.3696075,4.6666374,1.0685678675031876,True
GFOD1,ENSG00000145990,6,13487662,13357830,-,-0.0766,3.2207572,7.5696664,1.6892436717009334,True
KIF13A,ENSG00000137177,6,17987635,17759183,-,-0.0424,0.8655722,5.8383245,1.0846745479062818,True
KIAA0319,ENSG00000137261,6,24646191,24544104,-,-0.068,2.471951,8.0451145,2.333390755009432,True
ZKSCAN4,ENSG00000187626,6,28252269,28241697,-,-0.0634,3.0257728,7.6067047,1.9196175152093533,True
ZSCAN12,ENSG00000158691,6,28399734,28378955,-,-0.0651,3.080094,7.377457,1.4481284030001853,True
ZNF311,ENSG00000197935,6,29005316,28994785,-,-0.0465,1.0144421,6.825568,2.1949095980835,True
DHX16,ENSG00000204560,6,30673006,30653119,-,-0.1034,5.1995044,7.897169,1.4734192490921434,True
NRM,ENSG00000137404,6,30691420,30688047,-,-0.0191,3.3872786,7.3003225,1.351367541433002,True
AL645933.3,ENSG00000286940,6,31494935,31479973,-,-0.0663,1.8977021,7.1817164,1.6468868173811353,True
VWA7,ENSG00000204396,6,31777328,31765590,-,-0.0302,1.1644722,6.3967385,1.144568468996058,True
HSPA1L,ENSG00000204390,6,31815283,31809619,-,-0.0578,2.2947397,7.707268,1.9651588419373986,True
HLA-DOA,ENSG00000204252,6,33009591,33004182,-,-0.2104,5.452923,8.0822315,1.6940168363633616,True
ILRUN,ENSG00000196821,6,34696859,34587288,-,-0.1075,4.4508624,7.6710377,1.5723888345411503,True
Z84485.1,ENSG00000246982,6,36197205,36146698,-,-0.0586,1.2695594,6.276944,1.014265838414072,True
SAYSD1,ENSG00000112167,6,39115186,39104063,-,-0.0461,3.598455,7.2320676,1.165775685633662,True
KIF6,ENSG00000164627,6,39725408,39329990,-,0.0596,0.4144902,4.680187,1.0795138799187463,True
TREML2,ENSG00000112195,6,41201149,41189749,-,-0.0128,3.0818954,8.356526,2.6763135648656946,True
PEX6,ENSG00000124587,6,42979181,42963865,-,-0.0276,2.14617,6.8423386,1.0224380575216592,True
ZNF318,ENSG00000171467,6,43369647,43307134,-,-0.0856,3.117502,7.626727,1.7608230099886568,True
KHDRBS2,ENSG00000112232,6,62286225,61679961,-,-0.1141,2.5208254,6.874934,1.0579653182201314,True
TENT5A,ENSG00000112773,6,81752774,81491439,-,-0.12,2.8403523,6.959783,1.141050014899364,True
CGA,ENSG00000135346,6,87095406,87085498,-,0.0225,0.45071098,5.123685,1.4377870049007127,True
GJB7,ENSG00000164411,6,87329278,87282980,-,-0.0152,0.9549172,5.7086396,0.9388333981952849,True
GABRR2,ENSG00000111886,6,89315299,89254464,-,-0.0176,1.5208799,6.4041557,1.152636301747724,True
MDN1,ENSG00000112159,6,89819794,89642498,-,-0.0723,4.0462365,7.1058555,0.996066906001261,True
BACH2,ENSG00000112182,6,90296908,89926528,-,-0.1222,2.8241937,6.903035,1.0727541368750864,True
SCML4,ENSG00000146285,6,107824317,107702154,-,-0.1639,4.038351,7.286251,1.2386324983793657,True
PPIL6,ENSG00000185250,6,109441171,109390215,-,-0.0473,0.9844998,6.7428107,2.1018421501828493,True
FYN,ENSG00000010810,6,111873452,111660332,-,-0.0919,2.8088882,7.15154,1.3718284373406682,True
PTPRK,ENSG00000152894,6,128520674,127968779,-,-0.1058,2.3546405,6.868225,1.0506528082282138,True
MOXD1,ENSG00000079931,6,132401475,132296055,-,-0.042,2.747142,6.7952924,0.9430861409485628,True
MAP3K5,ENSG00000197442,6,136792477,136557046,-,-0.0483,2.14926,7.2835503,1.5033319982040663,True
HIVEP2,ENSG00000010818,6,142956698,142751469,-,-0.0614,2.5286205,7.160181,1.368867049010826,True
PLAGL1,ENSG00000118495,6,144064599,143940300,-,-0.0447,1.473128,6.624251,1.3920380225246267,True
ZBTB2,ENSG00000181472,6,151391559,151364115,-,-0.1031,3.9990695,7.095361,0.9819560319008179,True
LPAL2,ENSG00000213071,6,160520269,160453428,-,-0.0364,0.25572458,5.0284233,1.3608313296348251,True
PRKN,ENSG00000185345,6,162727771,161347417,-,-0.0502,0.5218474,5.831168,1.0766266307728487,True
RIPK1,ENSG00000137275,6,3115187,3063991,+,-0.0774,3.4336064,7.093148,1.0914794824191139,True
CDYL,ENSG00000153046,6,4955551,4706159,+,-0.0249,1.8546592,6.554264,0.9767583786721663,True
AL359643.3,ENSG00000272142,6,5080946,5003774,+,0.0295,0.4503578,5.3992605,1.6604067712031227,True
FARS2,ENSG00000145982,6,5829192,5261044,+,-0.0377,4.3812995,7.306266,1.0925212054822764,True
GCNT2,ENSG00000111846,6,10629368,10492223,+,-0.0529,0.90870255,5.966353,1.2286527935580072,True
AL157373.2,ENSG00000229896,6,12008856,12007670,+,-0.0351,0.27968466,4.657451,1.0611468747812798,True
HIVEP1,ENSG00000095951,6,12164999,12008762,+,-0.0803,2.8714232,7.7590837,2.10300505206114,True
EDN1,ENSG00000078401,6,12297194,12290361,+,-0.0383,0.52079606,5.880769,1.1324065041883404,True
BTN2A3P,ENSG00000124549,6,26432383,26421391,+,-0.042,2.1396313,7.014406,1.2099813308410234,True
ZNF391,ENSG00000124613,6,27403904,27374615,+,-0.0683,1.8646786,6.723013,1.1569846586356536,True
AL009179.2,ENSG00000287252,6,27763184,27759870,+,-0.0525,1.5538781,6.8767014,1.3211261815931428,True
ZKSCAN8,ENSG00000198315,6,28159460,28141883,+,-0.0647,3.026476,7.641493,1.9614848872328072,True
ZNF192P1,ENSG00000226314,6,28169594,28161769,+,0.0329,0.91942626,5.877338,1.128548244341922,True
ZSCAN9,ENSG00000137185,6,28233482,28224886,+,-0.0544,2.774718,7.18602,1.413325088349714,True
PGBD1,ENSG00000137338,6,28302549,28281572,+,-0.0401,2.7585125,7.1201158,1.3340097290271966,True
HCG27,ENSG00000206344,6,31203968,31197760,+,-0.0236,1.0531871,6.6008782,1.366615143054639,True
HCP5,ENSG00000206337,6,31478903,31400700,+,-0.0433,1.944668,7.354305,1.8312137325843738,True
MICB,ENSG00000204516,6,31511124,31494881,+,-0.0243,2.8454516,6.925562,1.0998649761361754,True
NFKBIL1,ENSG00000204498,6,31558829,31546870,+,-0.0553,2.4169197,7.0971537,1.3001710329687728,True
LTA,ENSG00000226979,6,31574324,31572054,+,-0.1348,3.6984692,7.5525584,1.5967177284654328,True
HLA-DPB2,ENSG00000224557,6,33129084,33112451,+,-0.0654,1.9664997,6.893827,1.3394165833114315,True
B3GALT4,ENSG00000235863,6,33284832,33277123,+,-0.1071,4.288261,7.2604628,1.0322659772849079,True
PHF1,ENSG00000112511,6,33416453,33410399,+,-0.1051,3.3694203,7.1032805,1.1041898769310916,True
ITPR3,ENSG00000096433,6,33696574,33620365,+,-0.016,3.6686773,7.200889,1.1238521299297557,True
UHRF1BP1,ENSG00000065060,6,34883138,34792015,+,-0.0539,3.358963,7.288856,1.3369834830382759,True
ZNF76,ENSG00000065029,6,35295985,35258909,+,-0.1327,5.1185803,7.9070396,1.4851850903525123,True
TBC1D22B,ENSG00000065491,6,37332970,37257772,+,-0.039,2.3814123,6.7784653,0.9528200519468655,True
BYSL,ENSG00000112578,6,41933046,41921499,+,-0.0331,4.447848,8.325543,2.433409548637629,True
BICRAL,ENSG00000112624,6,42868560,42746958,+,-0.0866,2.894814,6.8571453,1.0175258876729214,True
AL035587.1,ENSG00000231113,6,42948360,42940364,+,-0.0383,1.3139083,6.4559116,1.2089321916137366,True
ABCC10,ENSG00000124574,6,43450427,43427366,+,-0.0605,3.541124,7.0838327,1.0797937434579392,True
TJAP1,ENSG00000137221,6,43506556,43477523,+,-0.014,3.0235293,6.953782,1.1338278415768799,True
TMEM63B,ENSG00000137216,6,44155519,44126914,+,-0.0569,2.2981994,7.183548,1.3943355806130953,True
SLC25A27,ENSG00000153291,6,46678190,46652915,+,-0.0462,1.039173,6.8641,1.652926474732148,True
LRRC1,ENSG00000137269,6,53924125,53794497,+,-0.0469,1.1093677,6.327191,1.0689201538243454,True
AL121949.1,ENSG00000218048,6,63443580,63440766,+,-0.0485,0.25946012,5.0448728,1.3741197794623703,True
COL19A1,ENSG00000082293,6,70212468,69866556,+,-0.1004,2.566221,6.8799524,1.0449741633991372,True
FAM135A,ENSG00000082269,6,70561174,70412941,+,-0.0508,1.7207808,6.743029,1.1783622499743314,True
MYO6,ENSG00000196586,6,75919537,75749192,+,-0.0387,1.7568674,6.5116916,0.931290319203684,True
DOP1A,ENSG00000083097,6,83171350,83067666,+,-0.0907,2.5464306,6.8989124,1.067792443546028,True
AL034347.1,ENSG00000228679,6,84007323,83983728,+,-0.0491,0.17365047,4.598862,1.013816619097873,True
LINC02857,ENSG00000230852,6,84026100,84019204,+,-0.0299,0.21380451,4.827605,1.1986029973299528,True
KLHL32,ENSG00000186231,6,97140754,96924620,+,0.0252,0.43339312,4.6025205,1.0167719191841682,True
AL589740.1,ENSG00000271860,6,98400869,97283303,+,-0.0454,0.3015741,4.89938,1.2565857384912542,True
AL513550.1,ENSG00000228506,6,99432323,99424922,+,-0.036,1.4398012,6.7412677,1.5193194299771717,True
CRYBG1,ENSG00000112297,6,106571978,106360808,+,-0.1724,3.903539,7.1187873,1.0134554422428104,True
SOBP,ENSG00000112320,6,107661306,107490106,+,-0.0688,1.968486,7.0109754,1.4645328108861426,True
FIG4,ENSG00000112367,6,109825428,109691312,+,-0.1427,4.0771437,7.413523,1.233621290376245,True
AL590550.1,ENSG00000287097,6,115002280,114822994,+,0.0016,0.41203594,5.577189,1.804143676847083,True
L3MBTL3,ENSG00000198945,6,130141451,130013699,+,-0.0574,1.6869905,6.8191137,1.2596217456884307,True
AL592429.2,ENSG00000226571,6,139667284,139271362,+,-0.0073,0.7924329,5.817521,1.061279390077296,True
UTRN,ENSG00000152818,6,144853034,144285701,+,-0.1666,4.5497017,7.3908067,1.2037370658476092,True
STXBP5,ENSG00000164506,6,147390476,147204425,+,-0.0465,2.1278584,6.990789,1.1842399443883094,True
UST,ENSG00000111962,6,149076990,148747030,+,-0.0421,0.42090434,4.699899,1.095437908889987,True
PLEKHG1,ENSG00000120278,6,150843665,150599883,+,-0.1271,3.3511705,7.3371263,1.3975356613265495,True
TIAM2,ENSG00000146426,6,155257723,154832697,+,-0.0253,2.1397107,7.0865846,1.2886513610447603,True
ARID1B,ENSG00000049618,6,157210779,156776020,+,-0.1005,3.497038,7.2710795,1.3146839156512677,True
ZDHHC14,ENSG00000175048,6,157678157,157381133,+,-0.08,2.5416796,7.09244,1.2950335659275427,True
MICALL2,ENSG00000164877,7,1459470,1428465,-,-0.0135,0.6718062,5.870428,1.1207775642259452,True
SNX8,ENSG00000106266,7,2354318,2251770,-,-0.1279,4.8892,7.7227583,1.4685865429871525,True
CARD11,ENSG00000198286,7,3043945,2906141,-,-0.0845,3.4554706,7.963319,2.183057661957832,True
ACTB,ENSG00000075624,7,5563784,5527148,-,-0.1711,9.4406185,8.93674,1.0,True
ETV1,ENSG00000006468,7,13991425,13891229,-,-0.0493,0.6654299,6.205267,1.4973308554328832,True
RAPGEF5,ENSG00000136237,7,22357154,22118236,-,-0.0348,0.73321164,5.906095,1.1608879156161143,True
STEAP1B,ENSG00000105889,7,22727613,22419444,-,-0.0231,1.1551079,6.4351325,1.1863303306160284,True
GSDME,ENSG00000105928,7,24757940,24698355,-,0.0225,0.2592696,4.997337,1.3357185978144595,True
OSBPL3,ENSG00000070882,7,24981634,24796540,-,-0.1116,3.9458432,7.0805693,0.9620662906490074,True
SCRN1,ENSG00000136193,7,29990289,29920104,-,-0.1871,4.6772256,7.4099326,1.0645159075288373,True
DPY19L1P1,ENSG00000229358,7,32761787,32580949,-,-0.0394,0.20771427,4.795554,1.1727113790686996,True
KBTBD2,ENSG00000170852,7,32894131,32868172,-,-0.0953,3.8346443,7.0879703,0.9720178935621744,True
RP9P,ENSG00000205763,7,32943176,32916815,-,-0.0843,1.5174102,6.360689,1.105356882762776,True
SEPTIN7-AS1,ENSG00000228878,7,35800676,35751856,-,-0.0502,2.316346,8.3824,2.7010109534929447,True
POLM,ENSG00000122678,7,44082530,44072062,-,-0.1423,4.5477567,7.4748507,1.3142992872129664,True
MYO1G,ENSG00000136286,7,44979088,44962662,-,-0.1422,5.7599664,8.172865,1.4751838255559648,True
TBRG4,ENSG00000136270,7,45112047,45100100,-,-0.0846,5.2687902,7.479748,0.9758458009780416,True
TNS3,ENSG00000136205,7,47582558,47275154,-,-0.0416,3.5656366,7.6372213,1.7105581413792719,True
FIGNL1,ENSG00000132436,7,50542535,50444128,-,-0.0698,3.0127108,6.897341,1.0659009629523921,True
GTF2IRD1P1,ENSG00000230583,7,66844882,66809993,-,0.0347,0.26054472,4.8401504,1.208737766004409,True
METTL27,ENSG00000165171,7,73842516,73834590,-,-0.0477,1.5713499,6.98864,1.4406781343753152,True
SSC4D,ENSG00000146700,7,76409697,76389334,-,0.0475,0.4181572,5.5893254,1.813947938812201,True
ABCB4,ENSG00000005471,7,87480435,87401697,-,-0.0835,1.9461772,6.813671,1.2538089475480283,True
ABCB1,ENSG00000085563,7,87713323,87503633,-,-0.0712,1.3492303,6.2813435,1.0190510409191746,True
SLC25A13,ENSG00000004864,7,96322147,96120220,-,-0.0505,2.747384,7.0079155,1.1989771819510042,True
AC004834.1,ENSG00000284523,7,99325826,99252452,-,-0.0385,0.96784556,6.5949516,1.9355626800011925,True
FAM200A,ENSG00000221909,7,99558536,99546300,-,-0.0472,1.973728,6.86948,1.3134138095028804,True
ZCWPW1,ENSG00000078487,7,100428992,100400826,-,-0.0818,2.8429146,7.2171125,1.45074495594335,True
ATXN7L1,ENSG00000146776,7,105876604,105605067,-,-0.1038,3.2256293,6.97862,0.9478105716435297,True
LAMB4,ENSG00000091128,7,108130361,108023548,-,-0.0454,0.30012885,5.211763,1.508939552455438,True
GCC1,ENSG00000179562,7,127593611,127580628,-,-0.1023,3.5575948,7.179249,1.1994876284706832,True
CICP14,ENSG00000281490,7,128658791,128655962,-,-0.0548,2.8721766,8.245347,2.6882208839819333,True
WDR91,ENSG00000105875,7,135211534,135183839,-,-0.1,4.0879893,7.3169127,1.1065273970287788,True
AC093673.1,ENSG00000232533,7,143380495,143379692,-,-0.0676,1.3150952,6.223351,0.9559715326308514,True
ZNF786,ENSG00000197362,7,149090782,149069641,-,-0.0585,3.8386972,7.6312532,1.7025332549633712,True
ZNF767P,ENSG00000133624,7,149624752,149547154,-,-0.0813,2.8514745,6.9808645,1.16642144952474,True
SMARCD3,ENSG00000082014,7,151277896,151238764,-,-0.0106,0.2747732,4.8812523,1.2419413637023222,True
PAXIP1,ENSG00000157212,7,155003124,154943687,-,-0.0347,1.9683946,6.798333,1.2374277958935531,True
PSMG3-AS1,ENSG00000230487,7,1589626,1570073,+,-0.044,2.2241478,7.608607,1.857623886897762,True
AMZ1,ENSG00000174945,7,2775500,2679522,+,-0.0419,0.4061571,5.570419,1.7986745226988532,True
STK31,ENSG00000196335,7,23832513,23710203,+,-0.0421,0.50954014,5.85281,1.1009645017095484,True
CREB5,ENSG00000146592,7,28825894,28299321,+,-0.0617,1.6160052,6.516312,0.9362251373200761,True
DPY19L2P3,ENSG00000227855,7,29742594,29650227,+,-0.048,0.25650182,4.9996276,1.3375691272219885,True
GTF2IP13,ENSG00000272556,7,45815263,45769105,+,-0.0388,2.081628,7.9579906,2.238431030372385,True
AC073115.2,ENSG00000237471,7,45986472,45940449,+,-0.0472,0.46904844,5.748117,1.9422253738665778,True
ZNF736,ENSG00000234444,7,64356634,64307459,+,-0.0067,1.7184666,6.5195956,0.9397319647245627,True
EEF1DP4,ENSG00000213640,7,64864370,64862999,+,-0.0257,0.75098616,6.3447533,1.6541944556154762,True
AUTS2,ENSG00000158321,7,70793506,69598296,+,-0.057,0.8074444,5.8354793,1.0814747930065487,True
RHBDD2,ENSG00000005486,7,75888926,75842602,+,-0.1236,4.937718,7.398819,1.0501606376751433,True
POR,ENSG00000127948,7,75986855,75899200,+,-0.0691,4.2387958,7.2659817,1.0395262630677464,True
DTX2,ENSG00000091073,7,76505995,76461676,+,-0.0953,3.8918328,7.364065,1.343263783489467,True
COL1A2,ENSG00000164692,7,94431232,94394561,+,0.0357,0.4297201,5.6275415,1.844820270070821,True
PILRA,ENSG00000085514,7,100400096,100367530,+,-0.0546,1.2741445,6.3365283,1.0790766501884164,True
MEPCE,ENSG00000146834,7,100434118,100428790,+,-0.0737,3.2342536,6.9814982,0.9514210917279712,True
AGFG2,ENSG00000106351,7,100568220,100539203,+,-0.0307,1.919031,6.839936,1.281860001899833,True
TRIM56,ENSG00000169871,7,101097967,101085481,+,-0.1318,4.07807,7.289367,1.070290579263336,True
CPED1,ENSG00000106034,7,121297442,120988697,+,-0.0492,1.8048165,6.5160646,0.9359608266283931,True
FAM71F2,ENSG00000205085,7,128687872,128672288,+,0.0194,0.43927312,4.6576085,1.0612739927464097,True
TSPAN33,ENSG00000158457,7,129169699,129144707,+,-0.0583,2.263121,7.535497,1.7779388366503708,True
AHCYL2,ENSG00000158467,7,129430211,129225023,+,-0.0751,2.4647884,6.9907722,1.1842217540649465,True
AC087071.1,ENSG00000229196,7,130142618,130141707,+,-0.0447,0.71979254,5.9739976,1.2372498223082202,True
NUP205,ENSG00000155561,7,135648757,135557917,+,0.0257,3.3816152,7.062047,1.0524648101216294,True
ADCK2,ENSG00000133597,7,140696261,140672945,+,-0.0447,2.1356406,7.0485206,1.2471639109655268,True
TRBC1,ENSG00000211751,7,142793368,142791694,+,-0.033,2.3944726,7.170749,1.3803856814877888,True
EPHB6,ENSG00000106123,7,142871094,142855061,+,-0.0805,2.7797136,7.524782,1.82102408926608,True
CNTNAP2,ENSG00000174469,7,148420998,146116002,+,-0.0951,2.423392,6.7967963,0.9727997834052371,True
ZNF282,ENSG00000170265,7,149226238,149195546,+,-0.0472,2.351098,7.474413,1.711360693971293,True
ZNF212,ENSG00000170260,7,149255606,149239651,+,-0.036,3.0753765,7.762947,1.9317030157213866,True
ZNF783,ENSG00000204946,7,149297302,149262171,+,-0.0549,1.3850106,6.7217817,1.4981241882287417,True
