Gene,Accession,Chromosome,End,Start,Strand
MTRF1L,ENSG00000112031,6,153002709,152987362,-
RGS17,ENSG00000091844,6,153131282,153004459,-
RNA5SP224,ENSG00000201939,6,153159345,153159220,-
AL590867.2,ENSG00000218426,6,153282733,153282287,-
AL358134.1,ENSG00000237312,6,153427154,153304595,-
HMGB3P19,ENSG00000217085,6,153938992,153938433,-
IPCEF1,ENSG00000074706,6,154356792,154154496,-
AL357075.5,ENSG00000288520,6,154510114,154159828,-
CNKSR3,ENSG00000153721,6,154510685,154387515,-
AL591419.1,ENSG00000231316,6,154605954,154605616,-
RNU6-824P,ENSG00000200594,6,154825279,154825176,-
AL121952.1,ENSG00000218757,6,154845620,154845074,-
U8,ENSG00000238963,6,154905206,154905076,-
AL136228.1,ENSG00000274451,6,155005318,155004835,-
AL596202.1,ENSG00000235381,6,155256724,155253139,-
TFB1M,ENSG00000029639,6,155314493,155256134,-
AL031773.1,ENSG00000232529,6,155381183,155380511,-
NOX3,ENSG00000074771,6,155455839,155395368,-
RNU7-152P,ENSG00000238789,6,155655026,155654963,-
AL589693.1,ENSG00000287092,6,156397589,155911195,-
AL512658.1,ENSG00000227360,6,156505011,156493226,-
AL355297.3,ENSG00000271265,6,156774662,156774217,-
AL355297.4,ENSG00000271551,6,156778422,156776360,-
MIR4466,ENSG00000271899,6,156779731,156779678,-
AL355297.2,ENSG00000270487,6,156780455,156780327,-
AL049820.1,ENSG00000233044,6,157119706,157107727,-
TMEM242,ENSG00000215712,6,157323601,157289386,-
LDHAL6FP,ENSG00000217783,6,157300126,157299045,-
AL390955.1,ENSG00000213078,6,157366923,157365990,-
AL117344.1,ENSG00000218631,6,157373171,157372556,-
AL117344.2,ENSG00000286482,6,157380896,157377062,-
AL391863.2,ENSG00000234361,6,157830573,157829143,-
AL391863.1,ENSG00000229502,6,157875210,157872571,-
AL035634.1,ENSG00000236324,6,157892786,157885114,-
AL139330.1,ENSG00000285642,6,158000749,158000109,-
SERAC1,ENSG00000122335,6,158168280,158109519,-
SRP72P2,ENSG00000188451,6,158242797,158237336,-
AL360169.3,ENSG00000287591,6,158303372,158296671,-
AL360169.1,ENSG00000238019,6,158398561,158397885,-
CACYBPP3,ENSG00000219188,6,158516229,158515605,-
TATDN2P2,ENSG00000218226,6,158621636,158609706,-
DYNLT1,ENSG00000146425,6,158644743,158636474,-
AMZ2P2,ENSG00000219249,6,158726803,158725747,-
MIR3918,ENSG00000265558,6,158764753,158764661,-
EZR,ENSG00000092820,6,158819368,158765741,-
OSTCP1,ENSG00000243775,6,158857632,158841117,-
AL627422.1,ENSG00000213076,6,158922150,158921271,-
RNU6-293P,ENSG00000223191,6,158926571,158926466,-
RSPH3,ENSG00000130363,6,159000187,158972871,-
TAGAP,ENSG00000164691,6,159045152,159034468,-
AL035530.1,ENSG00000226032,6,159095823,159042192,-
AL356417.3,ENSG00000285492,6,159121495,159051674,-
AL356417.2,ENSG00000233682,6,159170007,159165899,-
AL357832.1,ENSG00000231178,6,159383339,159353922,-
AL078604.4,ENSG00000286533,6,159662627,159468601,-
AL078604.1,ENSG00000216480,6,159526527,159526062,-
AL078604.2,ENSG00000237927,6,159589169,159586955,-
SOD2,ENSG00000112096,6,159745186,159669069,-
SOD2,ENSG00000285441,6,159762529,159679119,-
HNRNPH1P1,ENSG00000220305,6,159713985,159712801,-
RNU4ATAC18P,ENSG00000251988,6,159720540,159720415,-
SOD2-OT1,ENSG00000285427,6,159762332,159760258,-
TCP1,ENSG00000120438,6,159789703,159778498,-
SNORA20,ENSG00000207392,6,159780381,159780250,-
SNORA29,ENSG00000206910,6,159785733,159785594,-
AIRN,ENSG00000268257,6,160007664,160003291,-
AL645733.1,ENSG00000216516,6,160163755,160163539,-
SLC22A2,ENSG00000112499,6,160277638,160171061,-
AL591069.1,ENSG00000287656,6,160386934,160369200,-
LPAL2,ENSG00000213071,6,160520269,160453428,-
LPA,ENSG00000198670,6,160664259,160531483,-
AL109933.2,ENSG00000243831,6,160676523,160666228,-
AL109933.5,ENSG00000287558,6,160767490,160742509,-
AL109933.4,ENSG00000276960,6,160757518,160755398,-
AL391361.2,ENSG00000224371,6,160926204,160872888,-
AL139393.3,ENSG00000272841,6,160992342,160990318,-
AGPAT4,ENSG00000026652,6,161274061,161129967,-
PRKN,ENSG00000185345,6,162727771,161347417,-
AL590286.1,ENSG00000217557,6,162957548,162957258,-
AL590286.2,ENSG00000285610,6,162975007,162969050,-
PACRG-AS2,ENSG00000225437,6,163054161,163042557,-
AL137182.1,ENSG00000285553,6,163137775,163115691,-
PACRG-AS3,ENSG00000225683,6,163192038,163163830,-
PACRG-AS1,ENSG00000281692,6,163324530,163306907,-
AL031121.2,ENSG00000285564,6,163346744,163338363,-
AL031121.3,ENSG00000285726,6,163353220,163348019,-
CAHM,ENSG00000270419,6,163413960,163413065,-
AL445307.1,ENSG00000228692,6,163588165,163586583,-
AL137005.1,ENSG00000285858,6,163714306,163705937,-
AL136225.1,ENSG00000286573,6,163960187,163956299,-
Z97205.2,ENSG00000260422,6,164085661,164084023,-
Z97205.1,ENSG00000230627,6,164109694,164108620,-
AL358972.1,ENSG00000226739,6,164348644,164346489,-
AL450345.2,ENSG00000287550,6,164827683,164791288,-
AL136100.1,ENSG00000217878,6,165117524,165117195,-
C6orf118,ENSG00000112539,6,165309605,165279664,-
PDE10A,ENSG00000112541,6,165988078,165327287,-
RNU6-730P,ENSG00000206681,6,165718338,165718235,-
AL590302.1,ENSG00000223942,6,165775221,165773056,-
TBXT,ENSG00000164458,6,166168700,166157656,-
GNG5P1,ENSG00000213536,6,166240493,166240290,-
AL121956.4,ENSG00000280850,6,166277077,166275462,-
PRR18,ENSG00000176381,6,166308448,166305300,-
SFT2D1,ENSG00000198818,6,166342576,166319728,-
MPC1,ENSG00000060762,6,166383013,166364919,-
RPS6KA2,ENSG00000071242,6,166906451,166409364,-
RPS6KA2-IT1,ENSG00000232082,6,166465383,166460663,-
MIR1913,ENSG00000222958,6,166509433,166509354,-
RAMACL,ENSG00000235272,6,166587594,166585604,-
AL023775.1,ENSG00000235008,6,166702839,166701094,-
AL159163.1,ENSG00000249141,6,166956124,166858094,-
RNASET2,ENSG00000026297,6,166957191,166929504,-
Z94721.1,ENSG00000227598,6,166999065,166969626,-
Z94721.3,ENSG00000285730,6,166999511,166995735,-
MIR3939,ENSG00000265828,6,166997912,166997807,-
AL121935.1,ENSG00000284825,6,167121527,167114957,-
AL121935.2,ENSG00000284914,6,167131572,167126223,-
GPR31,ENSG00000120436,6,167158329,167156271,-
AL121935.3,ENSG00000286674,6,167167233,167164565,-
AL353747.1,ENSG00000216966,6,167208897,167208631,-
AL353747.3,ENSG00000231720,6,167240480,167237508,-
TCP10,ENSG00000203690,6,167384510,167357031,-
AL356123.1,ENSG00000287297,6,167658518,167644479,-
LINC02538,ENSG00000272549,6,167679270,167666840,-
LINC02487,ENSG00000203688,6,167696290,167679626,-
AL009178.1,ENSG00000213065,6,167768568,167767083,-
LINC01558,ENSG00000146521,6,167796872,167784537,-
AFDN-DT,ENSG00000198221,6,167826812,167822103,-
HGC6.3,ENSG00000235994,6,167979776,167975924,-
KIF25-AS1,ENSG00000229921,6,167997110,167992822,-
FRMD1,ENSG00000153303,6,168101511,168053166,-
AL606970.4,ENSG00000237987,6,168226517,168225279,-
CTAGE13P,ENSG00000230711,6,168289350,168286905,-
DACT2,ENSG00000164488,6,168319777,168292830,-
AL606970.1,ENSG00000224417,6,168302114,168298069,-
AL513210.1,ENSG00000225879,6,168964386,168920394,-
AL109924.4,ENSG00000285917,6,169000527,168999401,-
AL109924.1,ENSG00000229720,6,169035642,169034197,-
LINC01615,ENSG00000223485,6,169162992,169157162,-
LINC02544,ENSG00000261039,6,169182841,169175277,-
THBS2,ENSG00000186340,6,169254044,169215780,-
BX322234.2,ENSG00000233085,6,169289216,169286534,-
VTA1P1,ENSG00000224999,6,169297959,169296471,-
LINC02519,ENSG00000226194,6,169388385,169369998,-
AL009176.1,ENSG00000285887,6,169425156,169419004,-
AL031315.1,ENSG00000285733,6,169702047,169419969,-
AL135910.1,ENSG00000272848,6,169452475,169426420,-
WDR27,ENSG00000184465,6,169702067,169457212,-
PHF10,ENSG00000130024,6,169725566,169703902,-
AL354892.2,ENSG00000232640,6,169725854,169725091,-
TCTE3,ENSG00000184786,6,169751587,169740109,-
LINC00242,ENSG00000229214,6,169799549,169788790,-
AL049612.1,ENSG00000236173,6,169810102,169809318,-
AL596442.3,ENSG00000287407,6,170160471,170158728,-
AL109910.1,ENSG00000230960,6,170262569,170254334,-
AL109910.2,ENSG00000271820,6,170276762,170266669,-
DLL1,ENSG00000198719,6,170306565,170282206,-
AL078605.1,ENSG00000271234,6,170298375,170297876,-
PSMB1,ENSG00000008018,6,170553307,170535120,-
PDCD2,ENSG00000071994,6,170584692,170575295,-
WBP1LP8,ENSG00000273640,6,170651338,170651012,-
AL731684.1,ENSG00000225532,6,170737777,170736173,-
WBP1LP12,ENSG00000271530,6,95454,95124,+
AL035696.4,ENSG00000285578,6,186899,184339,+
AL035696.1,ENSG00000205653,6,206392,203313,+
DUSP22,ENSG00000112679,6,351355,291630,+
IRF4,ENSG00000137265,6,411443,391752,+
AL512308.1,ENSG00000286364,6,477829,453391,+
AL031770.1,ENSG00000230433,6,525581,524171,+
AL357054.2,ENSG00000271727,6,796781,692530,+
AL357054.3,ENSG00000271911,6,780648,761675,+
AL033381.1,ENSG00000176515,6,1104946,1079929,+
AL033381.3,ENSG00000286324,6,1114329,1111367,+
FOXQ1,ENSG00000164379,6,1314758,1312098,+
FOXF2,ENSG00000137273,6,1395603,1389576,+
RN7SL352P,ENSG00000243439,6,1507598,1507322,+
FOXCUT,ENSG00000280916,6,1607354,1601654,+
FOXC1,ENSG00000054598,6,1613897,1609915,+
AL035693.1,ENSG00000285603,6,2230261,2227803,+
GMDS-DT,ENSG00000250903,6,2525976,2245718,+
HMGN2P28,ENSG00000236086,6,2341711,2341450,+
AL031768.1,ENSG00000272465,6,2438249,2437549,+
AL359852.1,ENSG00000280423,6,2564143,2561947,+
LINC02521,ENSG00000228718,6,2640001,2617144,+
WRNIP1,ENSG00000124535,6,2786952,2765393,+
AL133351.2,ENSG00000228365,6,2917733,2916894,+
LINC01011,ENSG00000244041,6,2991173,2987967,+
NQO2,ENSG00000124588,6,3028869,2987987,+
AL133351.4,ENSG00000274855,6,3033288,3033183,+
FAM136BP,ENSG00000232654,6,3045800,3045384,+
SERPINB8P1,ENSG00000217707,6,3049211,3048835,+
AL031963.2,ENSG00000229282,6,3057357,3055849,+
RIPK1,ENSG00000137275,6,3115187,3063991,+
BPHL,ENSG00000137274,6,3153578,3118374,+
PSMG4,ENSG00000180822,6,3303373,3231403,+
AL445309.1,ENSG00000272320,6,3313650,3311662,+
AL391422.4,ENSG00000270504,6,3753871,3751111,+
AL391422.1,ENSG00000219992,6,3754840,3754099,+
AL391422.3,ENSG00000238158,6,3855737,3831933,+
AL391422.2,ENSG00000233068,6,3894292,3831936,+
FAM50B,ENSG00000145945,6,3851320,3849373,+
AL590004.1,ENSG00000217135,6,3922146,3921847,+
TDGF1P4,ENSG00000217566,6,3941801,3941282,+
GLRX3P2,ENSG00000216657,6,3979099,3978062,+
AL138831.3,ENSG00000279926,6,3984130,3982673,+
AL138831.2,ENSG00000272248,6,4019202,4018713,+
PRPF4B,ENSG00000112739,6,4064983,4021267,+
C6orf201,ENSG00000185689,6,4130951,4079206,+
AL136309.4,ENSG00000254821,6,4146053,4135423,+
AL136309.2,ENSG00000234817,6,4157385,4136072,+
AL136309.1,ENSG00000216307,6,4189806,4189116,+
AL162718.3,ENSG00000287761,6,4383597,4381211,+
RNA5SP202,ENSG00000201185,6,4428081,4427963,+
AL162718.2,ENSG00000285694,6,4468181,4449392,+
LINC02533,ENSG00000260239,6,4495769,4491807,+
AL133393.1,ENSG00000270695,6,4530008,4529722,+
AL034376.1,ENSG00000205444,6,4611919,4610612,+
PSMC1P11,ENSG00000217385,6,4703779,4702463,+
CDYL,ENSG00000153046,6,4955551,4706159,+
AL359643.1,ENSG00000217030,6,4979494,4979072,+
AL359643.3,ENSG00000272142,6,5080946,5003774,+
PPP1R3G,ENSG00000219607,6,5089487,5084581,+
FARS2,ENSG00000145982,6,5829192,5261044,+
AL136307.1,ENSG00000233064,6,5870220,5851506,+
PKMP5,ENSG00000215057,6,5974012,5972412,+
MIR5683,ENSG00000283616,6,6169409,6169334,+
AL162719.1,ENSG00000285717,6,6507443,6450356,+
CNN3P1,ENSG00000218868,6,6535631,6534697,+
LY86,ENSG00000112799,6,6654983,6588108,+
AL031123.3,ENSG00000279368,6,6686984,6685148,+
AL031123.4,ENSG00000287497,6,6713970,6710891,+
AL031123.5,ENSG00000288046,6,6733191,6725036,+
AL139390.1,ENSG00000203498,6,6995727,6993191,+
RREB1,ENSG00000124782,6,7251980,7107597,+
AL355336.1,ENSG00000225092,6,7185287,7183083,+
AL589644.1,ENSG00000287002,6,7232678,7232556,+
AL139095.4,ENSG00000238221,6,7298872,7276031,+
RIOK1,ENSG00000124784,6,7418037,7389793,+
AL138878.1,ENSG00000219993,6,7506549,7506203,+
DSP,ENSG00000096696,6,7586714,7541617,+
SNRNP48,ENSG00000168566,6,7611967,7590198,+
AL390026.1,ENSG00000236512,6,7620878,7620422,+
BMP6,ENSG00000153162,6,7881728,7726099,+
PIP5K1P1,ENSG00000219294,6,7988192,7986537,+
AL355499.1,ENSG00000232234,6,8343139,8102711,+
AL355499.2,ENSG00000285216,6,8760447,8158162,+
HULC,ENSG00000285219,6,9294133,8435568,+
AL161437.1,ENSG00000276019,6,8653797,8653558,+
AL136226.1,ENSG00000216368,6,10119253,10118452,+
RNU6ATAC21P,ENSG00000221583,6,10222161,10222036,+
TFAP2A-AS2,ENSG00000285278,6,10407928,10404502,+
TFAP2A-AS1,ENSG00000229950,6,10416446,10409340,+
AL138885.3,ENSG00000285759,6,10429110,10426623,+
MIR5689HG,ENSG00000229401,6,10456781,10434316,+
MIR5689,ENSG00000263705,6,10439794,10439717,+
GCNT2,ENSG00000111846,6,10629368,10492223,+
AL139039.1,ENSG00000216359,6,10514973,10514282,+
GCNT2P1,ENSG00000205318,6,10634695,10633762,+
AL358777.1,ENSG00000285763,6,10692860,10659498,+
PAK1IP1,ENSG00000111845,6,10709782,10694972,+
TMEM14C,ENSG00000111843,6,10731129,10722915,+
TMEM14B,ENSG00000137210,6,10852753,10747759,+
AL024498.2,ENSG00000272162,6,10930423,10747794,+
AL357497.1,ENSG00000235051,6,10884349,10881780,+
SYCP2L,ENSG00000153157,6,10979320,10886831,+
AL121955.1,ENSG00000274541,6,11015888,11015586,+
ELOVL2-AS1,ENSG00000230314,6,11079154,11043482,+
SMIM13,ENSG00000224531,6,11138733,11093834,+
AL139807.1,ENSG00000247925,6,11259099,11173452,+
AL022098.1,ENSG00000287920,6,11296224,11291299,+
AL445430.2,ENSG00000242753,6,11515710,11414636,+
AL445430.1,ENSG00000233656,6,11481324,11417207,+
THAP12P5,ENSG00000218020,6,11516466,11514192,+
TMEM170B,ENSG00000205269,6,11583524,11537749,+
AL357518.1,ENSG00000271897,6,11607981,11607552,+
Metazoa_SRP,ENSG00000277473,6,11644343,11644067,+
AL022724.1,ENSG00000207419,6,11709960,11709819,+
AL022724.3,ENSG00000287593,6,11731923,11722547,+
AL022724.2,ENSG00000234427,6,11811248,11810602,+
AL157373.2,ENSG00000229896,6,12008856,12007670,+
HIVEP1,ENSG00000095951,6,12164999,12008762,+
EDN1,ENSG00000078401,6,12297194,12290361,+
SUMO2P12,ENSG00000218893,6,12319592,12319453,+
RPL15P3,ENSG00000212802,6,12514724,12514110,+
PHACTR1,ENSG00000112137,6,13290484,12716805,+
RNU1-11P,ENSG00000206702,6,13214219,13214056,+
GFOD1-AS1,ENSG00000237786,6,13486852,13486294,+
RPS4XP7,ENSG00000218265,6,13522045,13521266,+
RN7SKP204,ENSG00000202351,6,13548013,13547704,+
SIRT5,ENSG00000124523,6,13615158,13574529,+
NOL7,ENSG00000225921,6,13632739,13615335,+
Z93020.1,ENSG00000286316,6,13678908,13671720,+
AL023583.1,ENSG00000272209,6,13826574,13825432,+
RNF182,ENSG00000180537,6,13980310,13924446,+
MRPL35P1,ENSG00000220868,6,13949666,13949095,+
AL022396.1,ENSG00000233981,6,14006901,14004920,+
CD83,ENSG00000112149,6,14136918,14117256,+
RNU7-133P,ENSG00000238987,6,14156523,14156462,+
AL353152.2,ENSG00000286281,6,14214374,14210293,+
AL080313.1,ENSG00000234540,6,14404289,14394326,+
AL009177.1,ENSG00000286277,6,14502701,14431683,+
RNU6-793P,ENSG00000206960,6,14646638,14646535,+
RN7SL332P,ENSG00000242989,6,15113221,15112968,+
JARID2,ENSG00000008083,6,15522042,15246069,+
RNU6-522P,ENSG00000201367,6,15315026,15314920,+
AL021978.1,ENSG00000287626,6,15559980,15555780,+
ARPC3P5,ENSG00000214027,6,15935315,15934782,+
LINC02543,ENSG00000232947,6,15999797,15994944,+
AL021407.2,ENSG00000217585,6,16108593,16107622,+
MYLIP,ENSG00000007944,6,16148248,16129086,+
MIR4639,ENSG00000263712,6,16141624,16141556,+
AL021407.3,ENSG00000218073,6,16161411,16160926,+
MRPL42P2,ENSG00000216364,6,16172031,16171606,+
RNU6-1114P,ENSG00000251831,6,16205120,16205014,+
GMPR,ENSG00000137198,6,16295549,16238587,+
AL137003.1,ENSG00000229931,6,16762652,16761138,+
AL137003.2,ENSG00000272341,6,16766883,16764346,+
AL133405.1,ENSG00000286631,6,17034396,17015817,+
STMND1,ENSG00000230873,6,17131372,17102258,+
RBM24,ENSG00000112183,6,17293871,17281361,+
AL034372.1,ENSG00000219314,6,17382120,17381367,+
CAP2,ENSG00000112186,6,17557790,17393505,+
SUMO2P13,ENSG00000218359,6,17582305,17582034,+
FAM8A1,ENSG00000137414,6,17611715,17600302,+
RNU6-190P,ENSG00000206881,6,17619634,17619533,+
AL138724.1,ENSG00000272269,6,17707344,17706257,+
AL023807.1,ENSG00000220920,6,17953930,17953572,+
KDM1B,ENSG00000165097,6,18223854,18155329,+
RNF144B,ENSG00000137393,6,18468874,18387350,+
MIR548A1HG,ENSG00000283408,6,18674001,18522735,+
MIR548A1,ENSG00000207775,6,18571880,18571784,+
AL589647.1,ENSG00000217379,6,19144160,19143695,+
RPL5P20,ENSG00000218643,6,19349076,19348181,+
RNA5SP205,ENSG00000201523,6,19438418,19438283,+
KRT18P38,ENSG00000214012,6,19614036,19612755,+
ID4,ENSG00000172201,6,19842197,19837370,+
AL022726.1,ENSG00000287138,6,19894214,19892397,+
AL158198.1,ENSG00000227803,6,20317739,20212087,+
AL158198.2,ENSG00000287614,6,20307200,20265720,+
AL132775.1,ENSG00000286590,6,20333193,20321461,+
E2F3,ENSG00000112242,6,20493714,20401879,+
E2F3-IT1,ENSG00000224707,6,20440178,20437821,+
Y_RNA,ENSG00000201683,6,20500276,20500175,+
CDKAL1,ENSG00000145996,6,21232404,20534457,+
SOX4,ENSG00000124766,6,21598619,21593751,+
BOLA2P3,ENSG00000220771,6,21602383,21602128,+
CASC15,ENSG00000272168,6,22654455,21664185,+
AL136313.1,ENSG00000280443,6,21822737,21822536,+
RN7SKP240,ENSG00000222515,6,22085918,22085544,+
HDGFL1,ENSG00000112273,6,22571666,22569566,+
AL033539.2,ENSG00000286954,6,22675493,22663507,+
AL591416.1,ENSG00000218476,6,23103546,23102680,+
AL139231.1,ENSG00000235743,6,23404132,23337711,+
AL133270.1,ENSG00000219453,6,23649774,23649496,+
AL139093.1,ENSG00000278128,6,23857646,23854139,+
AL032822.1,ENSG00000220748,6,23972941,23971879,+
HNRNPA1P58,ENSG00000219582,6,24002433,24001824,+
NRSN1,ENSG00000152954,6,24154900,24126186,+
FO393410.1,ENSG00000251830,6,24166374,24166273,+
KAAG1,ENSG00000146049,6,24358285,24356903,+
RNU6-391P,ENSG00000202050,6,24365754,24365651,+
MRS2,ENSG00000124532,6,24426194,24402908,+
ALDH5A1,ENSG00000112294,6,24537207,24494867,+
KRT8P43,ENSG00000218186,6,24599790,24598012,+
ACOT13,ENSG00000112304,6,24705065,24667035,+
AL031775.2,ENSG00000272402,6,24707151,24706747,+
LINC02828,ENSG00000224164,6,24751960,24721658,+
GMNN,ENSG00000112312,6,24786099,24774931,+
MTCO2P33,ENSG00000217083,6,24948344,24947880,+
PPIAP29,ENSG00000214975,6,24976982,24976419,+
AL160400.1,ENSG00000286633,6,25015696,25012985,+
AL133268.3,ENSG00000229313,6,25056664,25041839,+
AL133268.4,ENSG00000285801,6,25134971,25061796,+
AL133268.1,ENSG00000219682,6,25141403,25140003,+
AL590084.3,ENSG00000262400,6,25152883,25152547,+
AL590084.1,ENSG00000217805,6,25181745,25181359,+
AL590084.2,ENSG00000219681,6,25219069,25218688,+
KATNBL1P5,ENSG00000271108,6,25248779,25248263,+
AL024509.2,ENSG00000216718,6,25261731,25261239,+
CARMIL1,ENSG00000079691,6,25620530,25279078,+
RNU6-987P,ENSG00000207490,6,25383702,25383599,+
SCGN,ENSG00000079689,6,25701783,25652201,+
HIST1H2BA,ENSG00000146047,6,25727292,25726777,+
HIST1H2APS1,ENSG00000216436,6,25732827,25732497,+
SLC17A4,ENSG00000146039,6,25781199,25754699,+
AL138726.1,ENSG00000277410,6,25885751,25885419,+
TRIM38,ENSG00000112343,6,25991231,25962802,+
U91328.1,ENSG00000272462,6,26001775,25992641,+
U91328.3,ENSG00000272810,6,26013757,26013241,+
HIST1H1PS2,ENSG00000224447,6,26016601,26016379,+
HIST1H3A,ENSG00000275714,6,26020900,26020490,+
HIST1H4A,ENSG00000278637,6,26021990,26021679,+
HIST1H2APS5,ENSG00000234816,6,26044357,26043989,+
HIST1H3C,ENSG00000287080,6,26045869,26045411,+
HFE,ENSG00000010704,6,26098343,26087281,+
HIST1H4C,ENSG00000197061,6,26104310,26103876,+
HIST1H2AC,ENSG00000180573,6,26139116,26124145,+
HIST1H1E,ENSG00000168298,6,26157107,26156354,+
HIST1H2BD,ENSG00000158373,6,26171349,26158146,+
LARP1P1,ENSG00000217159,6,26164363,26164072,+
HIST1H2BE,ENSG00000274290,6,26184655,26172059,+
HIST1H1PS1,ENSG00000216331,6,26196633,26195554,+
HIST1H2BF,ENSG00000277224,6,26200715,26199520,+
AL031777.1,ENSG00000217275,6,26202654,26202156,+
HIST1H4E,ENSG00000276966,6,26206038,26204552,+
HIST1H2AE,ENSG00000277075,6,26217483,26216975,+
AL031777.2,ENSG00000277720,6,26219240,26219045,+
HIST1H3E,ENSG00000274750,6,26227473,26224199,+
HIST1H2APS3,ENSG00000218281,6,26233255,26233122,+
HIST1H4F,ENSG00000274618,6,26240737,26240426,+
HIST1H2BH,ENSG00000275713,6,26253710,26251651,+
HIST1H2BI,ENSG00000278588,6,26273356,26272976,+
BTN3A2,ENSG00000186470,6,26378320,26365159,+
BTN2A2,ENSG00000124508,6,26394874,26383096,+
BTN3A1,ENSG00000026950,6,26415208,26402237,+
BTN2A3P,ENSG00000124549,6,26432383,26421391,+
BTN3A3,ENSG00000111801,6,26453415,26440472,+
BTN2A1,ENSG00000112763,6,26476621,26457904,+
AL121936.2,ENSG00000284688,6,26478533,26477872,+
BTN1A1,ENSG00000124557,6,26510422,26501221,+
HCG11,ENSG00000228223,6,26527404,26521709,+
HMGN4,ENSG00000182952,6,26546933,26538366,+
AL121936.1,ENSG00000284607,6,26574698,26569324,+
ABT1,ENSG00000146109,6,26600739,26596953,+
AL513548.3,ENSG00000275846,6,26606661,26602733,+
AL513548.4,ENSG00000285571,6,26683211,26677003,+
AL513548.1,ENSG00000261584,6,26687964,26686241,+
POM121L6P,ENSG00000243307,6,26898777,26896952,+
LINC00240,ENSG00000224843,6,27059749,26956932,+
VN1R11P,ENSG00000219770,6,27084147,27083280,+
HIST1H2AG,ENSG00000196787,6,27135291,27133042,+
HIST1H4I,ENSG00000276180,6,27139881,27138588,+
HIST1H2AH,ENSG00000274997,6,27147515,27147129,+
MIR3143,ENSG00000265565,6,27147688,27147626,+
RPL10P2,ENSG00000174572,6,27211913,27211244,+
PRSS16,ENSG00000112812,6,27256624,27247701,+
AL021808.1,ENSG00000270935,6,27269229,27268113,+
VN1R10P,ENSG00000220758,6,27325768,27324894,+
ZNF391,ENSG00000124613,6,27403904,27374615,+
MCFD2P1,ENSG00000237154,6,27407996,27407697,+
AL021918.4,ENSG00000285849,6,27457575,27454568,+
AL021918.5,ENSG00000286652,6,27494436,27473194,+
AL021918.2,ENSG00000278332,6,27510694,27510501,+
HNRNPA1P1,ENSG00000218347,6,27524339,27523076,+
RNU6-471P,ENSG00000206671,6,27596517,27596412,+
AL009179.1,ENSG00000281706,6,27713352,27694035,+
AL009179.2,ENSG00000287252,6,27763184,27759870,+
HIST1H4PS1,ENSG00000217862,6,27807339,27807075,+
HIST1H2AI,ENSG00000196747,6,27808701,27808199,+
HIST1H3H,ENSG00000278828,6,27811300,27810064,+
HIST1H2BM,ENSG00000273703,6,27815424,27815044,+
HIST1H4J,ENSG00000197238,6,27824480,27824108,+
HIST1H2BN,ENSG00000233822,6,27865798,27837760,+
HIST1H2AL,ENSG00000276903,6,27865747,27865355,+
HIST1H2BO,ENSG00000274641,6,27893843,27893463,+
OR2W6P,ENSG00000168126,6,27938403,27937465,+
OR2B6,ENSG00000124657,6,27958182,27957241,+
RPLP2P1,ENSG00000214374,6,27965514,27965175,+
OR2W4P,ENSG00000216629,6,27978075,27977150,+
IQCB2P,ENSG00000217539,6,28012355,28010723,+
U3,ENSG00000199851,6,28015777,28015568,+
OR2W2P,ENSG00000217315,6,28034855,28033947,+
OR2B7P,ENSG00000187763,6,28047367,28046434,+
OR1F12,ENSG00000220721,6,28074260,28073316,+
ZNF165,ENSG00000197279,6,28089563,28080568,+
ZSCAN12P1,ENSG00000219891,6,28093664,28091154,+
ZNF602P,ENSG00000219392,6,28116551,28115628,+
ZSCAN16,ENSG00000196812,6,28130082,28124609,+
AL358933.1,ENSG00000261839,6,28139678,28136849,+
ZKSCAN8,ENSG00000198315,6,28159460,28141883,+
ZNF192P1,ENSG00000226314,6,28169594,28161769,+
AL022393.1,ENSG00000280107,6,28172521,28170845,+
ZNF603P,ENSG00000216901,6,28176674,28176188,+
ZNF192P2,ENSG00000218016,6,28189432,28188050,+
ZSCAN9,ENSG00000137185,6,28233482,28224886,+
NKAPL,ENSG00000189134,6,28260958,28259297,+
ZSCAN26,ENSG00000197062,6,28278224,28267010,+
AL021997.3,ENSG00000276302,6,28281580,28267121,+
PGBD1,ENSG00000137338,6,28302549,28281572,+
ZKSCAN3,ENSG00000189298,6,28369172,28349947,+
RNU2-45P,ENSG00000251877,6,28410456,28410270,+
COX11P1,ENSG00000231162,6,28447807,28446973,+
Z98745.1,ENSG00000286819,6,28491661,28489896,+
GPX5,ENSG00000224586,6,28534952,28525925,+
AL049543.1,ENSG00000246350,6,28591747,28587378,+
AL121932.2,ENSG00000287279,6,28649538,28634861,+
RPSAP2,ENSG00000237425,6,28732904,28732017,+
RPL13P,ENSG00000213916,6,28862047,28861416,+
HCG14,ENSG00000224157,6,28897322,28896530,+
RNU6-930P,ENSG00000212240,6,28915744,28915645,+
LINC01556,ENSG00000204709,6,28944537,28943877,+
RN7SL471P,ENSG00000263426,6,28977773,28977475,+
HCG15,ENSG00000227214,6,28987484,28986203,+
AL662791.1,ENSG00000244349,6,28988536,28986800,+
AL662791.2,ENSG00000277661,6,29076524,29036021,+
OR2J1,ENSG00000204702,6,29102701,29099657,+
OR2J3,ENSG00000204701,6,29114770,29108059,+
AL645937.2,ENSG00000227206,6,29128908,29124210,+
OR2J2,ENSG00000204700,6,29175811,29170907,+
OR2J4P,ENSG00000224233,6,29182445,29181510,+
