Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr
KIF3B,ENSG00000101350,20,32335011,32277651,+,0.0809
KIF4A,ENSG00000090889,X,70420886,70290104,+,0.4559
KIF4B,ENSG00000226650,5,155018141,155013755,+,0.3914
KIFC1,ENSG00000237649,6,33409896,33391823,+,0.4308
KIFC2,ENSG00000167702,8,144474202,144466043,+,0.0249
KIZ,ENSG00000088970,20,21246622,21125983,+,-0.0046
KLF11,ENSG00000172059,2,10054836,10042849,+,-0.0087
KLF4,ENSG00000136826,9,107490482,107484852,-,
KLHDC3,ENSG00000124702,6,43021298,43014103,+,-0.0055
KLHDC8B,ENSG00000185909,3,49176486,49171598,+,0.0242
KLHL13,ENSG00000003096,X,118117340,117897813,-,
KLHL18,ENSG00000114648,3,47346816,47282917,+,-0.0256
KLHL21,ENSG00000162413,1,6614607,6590724,-,0.173
KLHL22,ENSG00000099910,22,20495844,20441519,-,-0.0408
KLHL42,ENSG00000087448,12,27803040,27780048,+,0.0162
KLHL9,ENSG00000198642,9,21335404,21329665,-,-0.0835
KLK10,ENSG00000129451,19,51020175,51012739,-,
KLLN,ENSG00000227268,10,87863437,87859158,-,0.0412
KMT2E,ENSG00000005483,7,105115019,105014190,+,-0.3059
KMT5A,ENSG00000183955,12,123409353,123383773,+,-0.0671
KNL1,ENSG00000137812,15,40664342,40594020,+,0.3984
KNSTRN,ENSG00000128944,15,40394246,40382721,+,0.2023
KNTC1,ENSG00000184445,12,122626396,122527246,+,0.04
KRT18,ENSG00000111057,12,52952906,52948871,+,0.0177
L3MBTL1,ENSG00000185513,20,43550950,43489442,+,-0.0587
L3MBTL2,ENSG00000100395,22,41231271,41205282,+,0.029
LAMTOR1,ENSG00000149357,11,72103297,72085895,-,-0.1214
LAMTOR2,ENSG00000116586,1,156058510,156054752,+,0.1043
LAMTOR3,ENSG00000109270,4,99894428,99878336,-,-0.004
LAMTOR4,ENSG00000188186,7,100155944,100148907,+,-0.1172
LAMTOR5,ENSG00000134248,1,110407942,110401249,-,-0.2747
LATS1,ENSG00000131023,6,149718105,149658153,-,-0.0608
LATS2,ENSG00000150457,13,21061586,20973036,-,-0.0509
LCMT1,ENSG00000205629,16,25178231,25111731,+,0.0672
LEP,ENSG00000174697,7,128257629,128241278,+,
LFNG,ENSG00000106003,7,2529177,2512529,+,
LGMN,ENSG00000100600,14,92748679,92703807,-,-0.0754
LIF,ENSG00000128342,22,30246759,30240453,-,
LIG1,ENSG00000105486,19,48170603,48115445,-,-0.0138
LIG4,ENSG00000174405,13,108218368,108207439,-,-0.055
LILRB1,ENSG00000104972,19,54637528,54617158,+,-0.2006
LIN37,ENSG00000267796,19,35754519,35748361,+,-0.0912
LIN52,ENSG00000205659,14,74201235,74084796,+,0.0238
LIN54,ENSG00000189308,4,83012926,82909973,-,-0.0207
LIN9,ENSG00000183814,1,226309869,226231149,-,0.1597
LLGL2,ENSG00000073350,17,75575208,75525080,+,0.1445
LPIN1,ENSG00000134324,2,11827409,11677595,+,-0.0985
LRP5,ENSG00000162337,11,68449275,68312591,+,0.1017
LRP6,ENSG00000070018,12,12267044,12116025,-,0.0272
LRRCC1,ENSG00000133739,8,85146080,85107215,+,0.2265
LSM10,ENSG00000181817,1,36397908,36391238,-,-0.1684
LSM14A,ENSG00000257103,19,34229515,34172504,+,-0.1064
LZTS1,ENSG00000061337,8,20303963,20246165,-,
MAD1L1,ENSG00000002822,7,2233243,1815793,-,-0.1468
MAD2L1,ENSG00000164109,4,120066858,120055623,-,0.5375
MAD2L1BP,ENSG00000124688,6,43640952,43629540,+,-0.003
MAD2L2,ENSG00000116670,1,11691650,11674480,-,0.0984
MAEA,ENSG00000090316,4,1340147,1289887,+,0.0067
MAEL,ENSG00000143194,1,167022214,166975582,+,
MAGI2,ENSG00000187391,7,79453667,78017055,-,
MAJIN,ENSG00000168070,11,64972108,64937517,-,
MAP10,ENSG00000212916,1,232808407,232804892,+,0.0412
MAP2K1,ENSG00000169032,15,66492312,66386817,+,0.0273
MAP2K6,ENSG00000108984,17,69553865,69414697,+,-0.0032
MAP3K11,ENSG00000173327,11,65615382,65597756,-,-0.0553
MAP3K20,ENSG00000091436,2,173268015,173075435,+,0.021
MAP3K8,ENSG00000107968,10,30461833,30434021,+,-0.231
MAP4,ENSG00000047849,3,48089272,47850690,-,-0.0827
MAP9,ENSG00000164114,4,155376970,155342658,-,-0.0203
MAPK1,ENSG00000100030,22,21867680,21754500,-,-0.1248
MAPK12,ENSG00000188130,22,50261716,50245450,-,0.1674
MAPK13,ENSG00000156711,6,36144524,36127809,+,0.0141
MAPK14,ENSG00000112062,6,36111236,36027677,+,0.0449
MAPK15,ENSG00000181085,8,143722458,143716340,+,
MAPK4,ENSG00000141639,18,50731826,50560087,+,-0.0356
MAPK6,ENSG00000069956,15,52067375,51952106,+,0.0215
MAPK7,ENSG00000166484,17,19383544,19377721,+,-0.0755
MAPRE1,ENSG00000101367,20,32850405,32819954,+,0.1268
MAPRE2,ENSG00000166974,18,35143470,34976928,+,-0.2663
MAPRE3,ENSG00000084764,2,27027219,26970637,+,-0.0322
MARF1,ENSG00000166783,16,15643154,15594387,-,-0.0929
MARK4,ENSG00000007047,19,45305284,45079288,+,0.1228
MARVELD1,ENSG00000155254,10,97718150,97713173,+,0.0196
MASTL,ENSG00000120539,10,27186924,27154824,+,0.179
MAX,ENSG00000125952,14,65102695,65006174,-,-0.1705
MCIDAS,ENSG00000234602,5,55227315,55219580,-,
MCM10,ENSG00000065328,10,13211104,13161554,+,0.4582
MCM2,ENSG00000073111,3,127622436,127598410,+,0.2407
MCM3,ENSG00000112118,6,52284881,52264014,-,0.0904
MCM4,ENSG00000104738,8,47978160,47960185,+,0.4272
MCM5,ENSG00000100297,22,35425431,35400134,+,0.0994
MCM6,ENSG00000076003,2,135876443,135839626,-,0.1459
MCM7,ENSG00000166508,7,100101940,100092728,-,0.2758
MCM8,ENSG00000125885,20,5998977,5950652,+,-0.0107
MCMDC2,ENSG00000178460,8,66922048,66870749,+,0.0917
MCPH1,ENSG00000147316,8,6648508,6406596,+,-0.065
MCTS1,ENSG00000232119,X,120621159,120594010,+,0.2915
MDC1,ENSG00000137337,6,30717447,30699807,-,-0.0418
MDM1,ENSG00000111554,12,68332381,68272443,-,-0.0893
MDM2,ENSG00000135679,12,68850686,68808177,+,-0.0127
MDM4,ENSG00000198625,1,204558120,204516379,+,-0.1883
MECOM,ENSG00000085276,3,169663775,169083499,-,0.0141
MED1,ENSG00000125686,17,39451272,39404285,-,-0.0774
MED25,ENSG00000104973,19,49840383,49818279,+,0.0339
MEI1,ENSG00000167077,22,41799456,41699503,+,0.1913
MEI4,ENSG00000269964,6,77927028,77650274,+,
MEIKIN,ENSG00000239642,5,131945698,131806990,-,
MEIOB,ENSG00000162039,16,1884294,1833987,-,
MEIOC,ENSG00000180336,17,44690308,44656404,+,-0.044
MELK,ENSG00000165304,9,36677683,36572862,+,0.3839
METTL3,ENSG00000165819,14,21511342,21498133,-,-0.0432
MGA,ENSG00000174197,15,41773081,41621224,+,-0.1144
MICAL3,ENSG00000243156,22,18024561,17787649,-,0.0215
MIF,ENSG00000240972,22,23895227,23894383,+,0.3656
MIIP,ENSG00000116691,1,12032045,12019466,+,-0.1398
MIS12,ENSG00000167842,17,5490814,5486285,+,0.0486
MIS18A,ENSG00000159055,21,32279049,32268228,-,0.1774
MIS18BP1,ENSG00000129534,14,45253540,45203190,-,-0.0973
MISP,ENSG00000099812,19,764318,751112,+,0.0493
MITD1,ENSG00000158411,2,99181058,99161427,-,-0.0923
MKI67,ENSG00000148773,10,128126423,128096659,-,0.5485
MLF1,ENSG00000178053,3,158607252,158571163,+,0.0191
MLH1,ENSG00000076242,3,37050918,36993332,+,0.1469
MLH3,ENSG00000119684,14,75051532,75013764,-,-0.0946
MLST8,ENSG00000167965,16,2209453,2204248,+,0.015
MLXIPL,ENSG00000009950,7,73624543,73593194,-,
MN1,ENSG00000169184,22,27801756,27748277,-,0.0055
MNAT1,ENSG00000020426,14,60969965,60734742,+,0.0085
MND1,ENSG00000121211,4,153415118,153344649,+,0.3291
MNS1,ENSG00000138587,15,56465137,56421544,-,0.1538
MNT,ENSG00000070444,17,2401104,2384073,-,-0.0156
MOK,ENSG00000080823,14,102305190,102224500,-,0.0875
MOS,ENSG00000172680,8,56113982,56112942,-,
MOV10L1,ENSG00000073146,22,50161690,50089879,+,
MPLKIP,ENSG00000168303,7,40134622,40126027,-,-0.0058
MRE11,ENSG00000020922,11,94493908,94415578,-,-0.0535
MRGPRX2,ENSG00000183695,11,19060717,19054455,-,
MRNIP,ENSG00000161010,5,179862173,179835133,-,-0.1068
MRPL41,ENSG00000182154,9,137552555,137551879,+,0.1874
MS4A3,ENSG00000149516,11,60071115,60056587,+,
MSH2,ENSG00000095002,2,47663146,47402969,+,0.0594
MSH3,ENSG00000113318,5,80876815,80654652,+,-0.0566
MSH4,ENSG00000057468,1,75913242,75796882,+,
MSH5,ENSG00000204410,6,31762678,31739677,+,0.0005
MSH6,ENSG00000116062,2,47810101,47695530,+,0.0628
MSX1,ENSG00000163132,4,4863936,4859665,+,0.0153
MSX2,ENSG00000120149,5,174730896,174724582,+,
MTA3,ENSG00000057935,2,42756947,42494569,+,0.0199
MTBP,ENSG00000172167,8,120542133,120445400,+,0.0227
MTOR,ENSG00000198793,1,11262551,11106535,-,-0.0054
MUC1,ENSG00000185499,1,155192916,155185824,-,
MUS81,ENSG00000172732,11,65867653,65857126,+,-0.1179
MYB,ENSG00000118513,6,135219173,135181308,+,0.2216
MYBBP1A,ENSG00000132382,17,4555631,4538897,-,0.0525
MYBL1,ENSG00000185697,8,66614247,66562175,-,0.1378
MYBL2,ENSG00000101057,20,43716495,43667019,+,0.6174
MYC,ENSG00000136997,8,127742951,127735434,+,0.0119
MYH10,ENSG00000133026,17,8630761,8474205,-,0.0933
MYH9,ENSG00000100345,22,36388067,36281277,-,-0.212
MYO19,ENSG00000278259,17,36543435,36495633,-,-0.0007
MYOCD,ENSG00000141052,17,12768949,12665890,+,
MYOG,ENSG00000122180,1,203086012,203083129,-,
MZT1,ENSG00000204899,13,72727629,72708367,-,0.0797
NAA10,ENSG00000102030,X,153935080,153929225,-,0.3256
NAA50,ENSG00000121579,3,113746300,113716458,-,0.0711
NABP1,ENSG00000173559,2,191696664,191678068,+,-0.1574
NABP2,ENSG00000139579,12,56229854,56222015,+,0.3444
NACC2,ENSG00000148411,9,136095289,136006537,-,0.0294
NAE1,ENSG00000159593,16,66873256,66802875,-,0.0644
NANOGP8,ENSG00000255192,15,35085110,35084193,-,
NANOS2,ENSG00000188425,19,45914778,45913214,-,
NANOS3,ENSG00000187556,19,13880757,13862063,+,0.0909
NASP,ENSG00000132780,1,45618904,45583846,+,0.0988
NAT10,ENSG00000135372,11,34147670,34105617,+,0.0041
NBN,ENSG00000104320,8,90003228,89933336,-,0.02
NCAPD2,ENSG00000010292,12,6531955,6493356,+,0.4218
NCAPD3,ENSG00000151503,11,134225454,134150119,-,0.2062
NCAPG,ENSG00000109805,4,17844865,17810979,+,0.4952
NCAPG2,ENSG00000146918,7,158704804,158631169,-,0.1786
NCAPH,ENSG00000121152,2,96377091,96335766,+,0.4669
NCOR1,ENSG00000141027,17,16218185,16029157,-,-0.2805
NDC1,ENSG00000058804,1,53838463,53765478,-,0.1639
NDC80,ENSG00000080986,18,2616635,2571557,+,0.349
NDE1,ENSG00000072864,16,15726353,15643267,+,-0.0382
NDEL1,ENSG00000166579,17,8490411,8413131,+,-0.042
NEDD1,ENSG00000139350,12,96953777,96907223,+,-0.0579
NEDD9,ENSG00000111859,6,11382348,11183298,-,0.0244
NEK1,ENSG00000137601,4,169612629,169392857,-,0.0953
NEK10,ENSG00000163491,3,27369460,27110085,-,
NEK2,ENSG00000117650,1,211675630,211658657,-,0.3672
NEK3,ENSG00000136098,13,52159861,52132639,-,-0.0168
NEK4,ENSG00000114904,3,52770946,52708444,-,0.0206
NEK7,ENSG00000151414,1,198322420,198156994,+,-0.0561
NES,ENSG00000132688,1,156677407,156668763,-,-0.0028
NEUROD1,ENSG00000162992,2,181680876,181673088,-,
NEUROG1,ENSG00000181965,5,135535964,135534282,-,
NF2,ENSG00000186575,22,29698598,29603556,+,-0.0177
NFE2L1,ENSG00000082641,17,48061545,48048329,+,-0.0055
NIN,ENSG00000100503,14,50831121,50719763,-,-0.1011
NINL,ENSG00000101004,20,25585531,25452697,-,-0.0136
NIPBL,ENSG00000164190,5,37066413,36876769,+,-0.1391
NKX3-1,ENSG00000167034,8,23682938,23678697,-,-0.0981
NLE1,ENSG00000073536,17,35142304,35128730,-,0.1675
NLRP2B,ENSG00000215174,X,57680260,57677067,-,-0.0438
NLRP5,ENSG00000171487,19,56061810,55999726,+,
NME6,ENSG00000172113,3,48301685,48290722,-,-0.0496
NOLC1,ENSG00000166197,10,102163871,102152176,+,0.246
NOP53,ENSG00000105373,19,47757058,47745546,+,-0.1473
NOTCH1,ENSG00000148400,9,136546048,136494433,-,-0.0481
NOX5,ENSG00000255346,15,69062762,68930525,+,
NPAT,ENSG00000149308,11,108222638,108157215,-,-0.1413
NPM1,ENSG00000181163,5,171411137,171387116,+,0.3896
NPM2,ENSG00000158806,8,22036897,22024125,+,-0.0323
NPPC,ENSG00000163273,2,231926396,231921809,-,
NPR2,ENSG00000159899,9,35809732,35792154,+,0.019
NR2E1,ENSG00000112333,6,108188809,108166058,+,
NR2F2,ENSG00000185551,15,96340263,96325938,+,
NR3C1,ENSG00000113580,5,143435512,143277931,-,-0.2005
NR4A3,ENSG00000119508,9,99866891,99821855,+,-0.0207
NSFL1C,ENSG00000088833,20,1473842,1442162,-,0.007
NSL1,ENSG00000117697,1,212791782,212726153,-,-0.0668
NSMCE2,ENSG00000156831,8,125367120,125091679,+,-0.0201
NSUN2,ENSG00000037474,5,6633291,6599239,-,0.0075
NTMT1,ENSG00000148335,9,129636131,129608884,+,0.1683
NUBP1,ENSG00000103274,16,10769351,10743786,+,-0.0611
NUDC,ENSG00000090273,1,26946871,26900238,+,0.1273
NUDT15,ENSG00000136159,13,48047221,48037726,+,0.0139
NUDT16,ENSG00000198585,3,131388830,131381671,+,0.0112
NUDT6,ENSG00000170917,4,122922968,122888697,-,0.1746
NUF2,ENSG00000143228,1,163355764,163266576,+,0.5214
NUGGC,ENSG00000189233,8,28083936,28021964,-,0.2876
NUP214,ENSG00000126883,9,131234663,131125586,+,-0.0874
NUP37,ENSG00000075188,12,102120120,102073103,-,0.217
NUP43,ENSG00000120253,6,149749665,149724315,-,-0.0662
NUP62,ENSG00000213024,19,49929763,49906825,-,0.055
NUP88,ENSG00000108559,17,5419676,5360963,-,-0.135
NUPR1,ENSG00000176046,16,28539174,28532708,-,0.0538
NUPR2,ENSG00000185290,7,56116417,56114681,-,-0.0894
NUSAP1,ENSG00000137804,15,41381050,41320794,+,0.3976
OBSL1,ENSG00000124006,2,219571859,219550728,-,0.0707
OFD1,ENSG00000046651,X,13769357,13734745,+,-0.2556
OIP5,ENSG00000104147,15,41332591,41309273,-,0.4521
OOEP,ENSG00000203907,6,73395133,73368555,-,
OPN1LW,ENSG00000102076,X,154159032,154144243,+,
OPN1MW,ENSG00000268221,X,154196861,154182596,+,
OPTN,ENSG00000123240,10,13138308,13099449,+,-0.0673
OR1A2,ENSG00000172150,17,3198448,3197519,+,
OR2A4,ENSG00000180658,6,131701401,131699644,-,
ORC1,ENSG00000085840,1,52404423,52372829,-,0.4061
ORC2,ENSG00000115942,2,200963680,200908977,-,-0.0186
ORC3,ENSG00000135336,6,87667453,87590067,+,-0.0167
ORC4,ENSG00000115947,2,148021604,147930397,-,-0.0496
ORC5,ENSG00000164815,7,104208047,104126341,-,0.0202
ORC6,ENSG00000091651,16,46698394,46689643,+,0.4958
OSGIN2,ENSG00000164823,8,89927888,89901849,+,-0.0391
OVOL1,ENSG00000172818,11,65797214,65787063,+,-0.0356
P3H4,ENSG00000141696,17,41812604,41801947,-,0.0006
PAF1,ENSG00000006712,19,39391154,39385629,-,-0.0507
PAFAH1B1,ENSG00000007168,17,2685615,2593210,+,0.005
PAGR1,ENSG00000280789,16,29822489,29816152,+,
PAK4,ENSG00000130669,19,39182816,39125770,+,-0.017
PARD3,ENSG00000148498,10,34815325,34109560,-,
PARD3B,ENSG00000116117,2,205620162,204545475,+,
PARD6B,ENSG00000124171,20,50756795,50731580,+,0.085
PARD6G,ENSG00000178184,18,80247514,80157232,-,
PAX6,ENSG00000007372,11,31817961,31784779,-,
PBK,ENSG00000168078,8,27838082,27809624,-,0.488
PBRM1,ENSG00000163939,3,52685917,52545352,-,0.1052
PBX1,ENSG00000185630,1,164899296,164555584,+,
PCGF2,ENSG00000277258,17,38749817,38733898,-,0.0542
PCGF6,ENSG00000156374,10,103351144,103302796,-,0.0862
PCID2,ENSG00000126226,13,113208715,113177536,-,0.0055
PCLAF,ENSG00000166803,15,64387687,64364304,-,0.1053
PCM1,ENSG00000078674,8,18029944,17922840,+,-0.151
PCNA,ENSG00000132646,20,5126626,5114953,-,0.4774
PCNP,ENSG00000081154,3,101594465,101574180,+,-0.0381
PCNT,ENSG00000160299,21,46445769,46324141,+,0.0216
PDCD2L,ENSG00000126249,19,34426168,34404399,+,0.0245
PDCD4,ENSG00000150593,10,110900006,110871795,+,-0.3228
PDCD6IP,ENSG00000170248,3,33869707,33798571,+,-0.1252
PDGFB,ENSG00000100311,22,39244982,39223359,-,
PDGFRB,ENSG00000113721,5,150155872,150113839,-,0.0121
PDIK1L,ENSG00000175087,1,26125555,26111165,+,-0.0291
PDS5A,ENSG00000121892,4,39977956,39822863,-,0.0779
PDS5B,ENSG00000083642,13,32778019,32586452,+,-0.0784
PDXP,ENSG00000241360,22,37666932,37658723,+,0.0832
PELO,ENSG00000152684,5,52804044,52787916,+,0.1499
PES1,ENSG00000100029,22,30607083,30576625,-,0.0602
PGGT1B,ENSG00000164219,5,115262877,115204012,-,-0.1188
PHACTR4,ENSG00000204138,1,28500364,28369582,+,-0.0751
PHB2,ENSG00000215021,12,6970753,6965327,-,0.3138
PHC1,ENSG00000111752,12,8941467,8913896,+,-0.0685
PHC3,ENSG00000173889,3,170181749,170086732,-,-0.1409
PHF13,ENSG00000116273,1,6624030,6613731,+,0.0592
PHGDH,ENSG00000092621,1,119744226,119648411,+,0.5445
PHIP,ENSG00000146247,6,79078254,78934419,-,-0.0267
PHLDA1,ENSG00000139289,12,76033932,76025447,-,0.0924
PHOX2B,ENSG00000109132,4,41748970,41744082,-,
PIAS1,ENSG00000033800,15,68198603,68054179,+,-0.2395
PIBF1,ENSG00000083535,13,73016461,72782133,+,-0.0934
PIK3C3,ENSG00000078142,18,42087830,41955234,+,-0.05
PIK3R4,ENSG00000196455,3,130746829,130678934,-,-0.0199
PIM1,ENSG00000137193,6,37175428,37170152,+,0.4255
PIM2,ENSG00000102096,X,48919024,48913182,-,0.3835
PIM3,ENSG00000198355,22,49964072,49960768,+,0.0653
PIMREG,ENSG00000129195,17,6451469,6444441,+,0.2789
PIN1,ENSG00000127445,19,9849682,9835257,+,0.0081
PIWIL1,ENSG00000125207,12,130372637,130337887,+,
PIWIL2,ENSG00000197181,8,22357568,22275316,+,0.0347
PIWIL3,ENSG00000184571,22,24774720,24719034,-,-0.028
PIWIL4,ENSG00000134627,11,94621421,94543840,+,
PKD1,ENSG00000008710,16,2135898,2088710,-,0.0789
PKD2,ENSG00000118762,4,88077777,88007635,+,0.167
PKHD1,ENSG00000170927,6,52087613,51615299,-,
PKIA,ENSG00000171033,8,78605267,78516340,+,-0.056
PKMYT1,ENSG00000127564,16,2980479,2968024,-,0.4535
PKN2,ENSG00000065243,1,88836255,88684222,+,-0.0024
PLAAT3,ENSG00000176485,11,63616883,63573195,-,0.113
PLCB1,ENSG00000182621,20,8968360,8077251,+,
PLD6,ENSG00000179598,17,17206333,17200995,-,0.0945
PLK2,ENSG00000145632,5,58460139,58453982,-,-0.028
PLK4,ENSG00000142731,4,127899224,127880893,+,0.4849
PLK5,ENSG00000185988,19,1536046,1524077,+,
PLPP2,ENSG00000141934,19,291403,281040,-,0.1336
PLRG1,ENSG00000171566,4,154550400,154535005,-,0.0639
PLSCR1,ENSG00000188313,3,146544856,146515180,-,-0.1024
PMF1,ENSG00000160783,1,156240042,156212993,+,-0.0302
PNPT1,ENSG00000138035,2,55693863,55634061,-,0.1322
POC1A,ENSG00000164087,3,52154690,52075226,-,0.4726
POC1B,ENSG00000139323,12,89526047,89419718,-,-0.0311
POC5,ENSG00000152359,5,75717448,75674124,-,-0.0251
POGZ,ENSG00000143442,1,151459494,151402724,-,-0.0438
POLA1,ENSG00000101868,X,24996986,24693909,+,0.1493
POLA2,ENSG00000014138,11,65305589,65261920,+,0.426
POLD1,ENSG00000062822,19,50418018,50384204,+,0.0905
POLD2,ENSG00000106628,7,44124358,44114681,-,0.1298
POLD3,ENSG00000077514,11,74669117,74493851,+,0.0419
POLD4,ENSG00000175482,11,67356972,67350772,-,-0.2191
POLDIP2,ENSG00000004142,17,28357527,28346633,-,0.1006
POLE,ENSG00000177084,12,132687376,132623753,-,0.0087
POLE2,ENSG00000100479,14,49688422,49643555,-,0.4111
POLE3,ENSG00000148229,9,113410675,113407235,-,0.1189
POLE4,ENSG00000115350,2,74970128,74958643,+,0.0432
POU4F1,ENSG00000152192,13,78603552,78598362,-,
PPAT,ENSG00000128059,4,56435615,56393362,-,0.0951
PPM1A,ENSG00000100614,14,60299087,60245752,+,-0.0368
PPM1D,ENSG00000170836,17,60666280,60600183,+,0.0864
PPM1G,ENSG00000115241,2,27409591,27381195,-,0.1064
PPME1,ENSG00000214517,11,74254703,74171267,+,0.0098
PPP1CA,ENSG00000172531,11,67421183,67398183,-,-0.1627
PPP1CB,ENSG00000213639,2,28802940,28751640,+,0.0715
PPP1CC,ENSG00000186298,12,110742939,110719680,-,0.0418
PPP1R10,ENSG00000204569,6,30618612,30600413,-,-0.0864
PPP1R12A,ENSG00000058272,12,79935460,79773563,-,-0.1296
PPP1R13B,ENSG00000088808,14,103847575,103733195,-,-0.03
PPP1R15A,ENSG00000087074,19,48876058,48872421,+,-0.0658
PPP1R1C,ENSG00000150722,2,182131398,181954241,+,-0.0123
PPP1R9B,ENSG00000108819,17,50150677,50133737,-,-0.0707
PPP2CA,ENSG00000113575,5,134226073,134194332,-,0.1159
PPP2R1A,ENSG00000105568,19,52229518,52190048,+,-0.0652
PPP2R2A,ENSG00000221914,8,26372680,26291508,+,-0.0582
PPP2R3B,ENSG00000167393,X,386955,333933,-,-0.0228
PPP2R5B,ENSG00000068971,11,64934475,64917553,+,-0.0316
PPP3CA,ENSG00000138814,4,101348278,101023409,-,-0.2486
PPP5C,ENSG00000011485,19,46392981,46347087,+,0.1477
PPP6C,ENSG00000119414,9,125189939,125146573,-,0.1009
PRC1,ENSG00000198901,15,90995629,90966040,-,0.167
PRCC,ENSG00000143294,1,156800815,156750610,+,-0.0136
PRDM11,ENSG00000019485,11,45235110,45095806,+,
PRDM5,ENSG00000138738,4,120922870,120684919,-,0.1125
PRDM7,ENSG00000126856,16,90092072,90056566,-,-0.0383
PRDM9,ENSG00000164256,5,23528597,23443586,+,
PRIM1,ENSG00000198056,12,56752374,56731296,-,0.0693
PRIM2,ENSG00000146143,6,57646850,57314805,+,0.0389
PRKAA1,ENSG00000132356,5,40798374,40759379,-,-0.0719
PRKAA2,ENSG00000162409,1,56715335,56645314,+,
PRKAB1,ENSG00000111725,12,119681624,119667864,+,-0.0822
PRKACA,ENSG00000072062,19,14118084,14091688,-,0.0131
PRKACB,ENSG00000142875,1,84238498,84078062,+,-0.0596
PRKAG1,ENSG00000181929,12,49018807,49002274,-,0.1264
PRKAG2,ENSG00000106617,7,151877125,151556124,-,-0.1478
PRKAG3,ENSG00000115592,2,218832086,218822383,-,
PRKAR1A,ENSG00000108946,17,68551319,68511780,+,-0.2382
PRKAR2B,ENSG00000005249,7,107161811,107044705,+,0.0725
PRKCA,ENSG00000154229,17,66810743,66302613,+,0.0257
PRKCB,ENSG00000166501,16,24220611,23835983,+,-0.1323
PRKCD,ENSG00000163932,3,53192717,53156009,+,0.0403
PRKDC,ENSG00000253729,8,47960183,47773108,-,-0.0072
PRMT1,ENSG00000126457,19,49689029,49675786,+,0.15
PRMT2,ENSG00000160310,21,46665124,46635595,+,-0.1305
PRMT5,ENSG00000100462,14,22929408,22920525,-,0.1854
PROX1,ENSG00000117707,1,214041510,213983181,+,-0.0293
PRPF40A,ENSG00000196504,2,152717997,152651593,-,0.0824
PRR11,ENSG00000068489,17,59204705,59155499,+,0.2124
PRR5,ENSG00000186654,22,44737681,44668547,+,0.2051
PSMA1,ENSG00000129084,11,14643635,14504874,-,0.2254
PSMA2,ENSG00000106588,7,42932185,42916861,-,0.1531
PSMA3,ENSG00000100567,14,58272012,58244843,+,0.5624
PSMA4,ENSG00000041357,15,78552417,78540405,+,0.3487
PSMA5,ENSG00000143106,1,109426448,109399042,-,0.5523
PSMA6,ENSG00000100902,14,35317493,35278633,+,0.2541
PSMA7,ENSG00000101182,20,62143440,62136733,-,0.1945
PSMA8,ENSG00000154611,18,26193355,26133852,+,0.0686
PSMB1,ENSG00000008018,6,170553307,170535120,-,0.4114
PSMB10,ENSG00000205220,16,67936864,67934506,-,-0.0938
PSMB11,ENSG00000222028,14,23044060,23042212,+,0.0929
PSMB2,ENSG00000126067,1,35641526,35599541,-,0.6103
PSMB3,ENSG00000277791,17,38764225,38752741,+,0.492
PSMB4,ENSG00000159377,1,151401937,151399560,+,0.2977
PSMB5,ENSG00000100804,14,23035230,23016543,-,0.1297
PSMB6,ENSG00000142507,17,4798502,4796144,+,0.4412
PSMB7,ENSG00000136930,9,124415444,124353465,-,0.2628
PSMB8,ENSG00000204264,6,32844679,32840717,-,0.1157
PSMB9,ENSG00000240065,6,32859851,32844136,+,-0.2318
PSMC1,ENSG00000100764,14,90275429,90256527,+,-0.0114
PSMC2,ENSG00000161057,7,103369395,103344254,+,0.349
PSMC3,ENSG00000165916,11,47426473,47418769,-,0.2953
PSMC3IP,ENSG00000131470,17,42577831,42572315,-,0.2952
PSMC4,ENSG00000013275,19,39981764,39971165,+,0.0815
PSMC5,ENSG00000087191,17,63832026,63827152,+,0.1173
PSMC6,ENSG00000100519,14,52728590,52707178,+,0.1858
PSMD1,ENSG00000173692,2,231172827,231056864,+,0.1521
PSMD10,ENSG00000101843,X,108091549,108084207,-,0.1176
PSMD11,ENSG00000108671,17,32483319,32444379,+,0.286
PSMD12,ENSG00000197170,17,67366605,67337916,-,0.2204
PSMD13,ENSG00000185627,11,252984,236966,+,0.2133
PSMD14,ENSG00000115233,2,161411717,161308425,+,0.4267
PSMD2,ENSG00000175166,3,184309050,184299198,+,0.16
PSMD3,ENSG00000108344,17,39997959,39980807,+,0.2658
PSMD4,ENSG00000159352,1,151267479,151254703,+,-0.0398
PSMD5,ENSG00000095261,9,120842951,120815496,-,0.0807
PSMD6,ENSG00000163636,3,64024010,64010549,-,0.1421
PSMD7,ENSG00000103035,16,74306288,74296814,+,0.3113
PSMD8,ENSG00000099341,19,38383824,38374536,+,0.4492
PSMD9,ENSG00000110801,12,121918297,121888732,+,0.2585
PSME1,ENSG00000092010,14,24138967,24136163,+,0.348
PSME2,ENSG00000100911,14,24147570,24143362,-,0.6868
PSME3,ENSG00000131467,17,42843760,42824385,+,0.0078
PSME4,ENSG00000068878,2,53970993,53864069,-,-0.0754
PSMF1,ENSG00000125818,20,1189415,1113240,+,0.0372
PSMG2,ENSG00000128789,18,12725740,12658043,+,0.0755
PSRC1,ENSG00000134222,1,109283186,109279556,-,0.2199
PTCH1,ENSG00000185920,9,95517057,95442980,-,0.0585
